xAcc, yAcc, zAcc, xGyro, yGyro, zGyro, steeringPercent, acceleratorPercent, coures, targetCourse
-1016,-416,13272,22,18,202,10,-2,0,0
-1116,-484,13288,31,21,204,10,-2,0,0
-1096,-400,13432,19,6,181,10,0,0,0
-1048,-344,13476,34,0,202,10,0,0,0
-1156,-384,13404,26,25,200,10,0,0,0
-1188,-448,13512,16,25,193,10,-2,0,0
-1104,-512,13356,34,4,183,10,-2,0,0
-1056,-416,13420,45,28,186,10,-2,0,0
-1088,-340,13216,44,28,186,10,-2,0,0
-1016,-540,13392,46,8,205,10,0,0,0
-992,-496,13404,13,21,191,10,-2,0,0
-1056,-452,13484,17,11,199,10,-2,0,0
-1128,-472,13516,35,9,176,10,-2,0,0
-1056,-464,13356,38,13,193,10,-2,0,0
-1096,-444,13400,39,7,205,10,-2,0,0
-1060,-528,13464,14,35,168,10,-2,0,0
-1028,-476,13384,31,0,188,10,-2,0,0
-1108,-544,13496,32,27,212,10,-2,0,0
-1024,-396,13528,24,13,194,10,0,0,0
-1044,-392,13540,30,11,187,10,-2,0,0
-1132,-412,13352,42,7,181,10,-2,0,0
-1080,-460,13392,32,19,191,10,0,0,0
-1080,-524,13448,16,23,212,10,-2,0,0
-1140,-376,13220,13,10,201,10,-2,0,0
-1072,-388,13432,25,1,192,10,-2,0,0
-1096,-420,13572,40,2,203,10,-2,0,0
-1088,-344,13524,15,-9,217,10,0,0,0
-1040,-492,13456,23,6,194,10,-2,0,0
-1148,-452,13352,45,5,191,10,-2,0,0
-1140,-416,13324,26,3,226,10,0,0,0
-1088,-448,13516,24,13,201,10,0,0,0
-1028,-412,13472,21,25,183,10,-2,0,0
-1084,-432,13380,23,25,187,10,-2,0,0
-1140,-396,13332,36,25,200,10,0,0,0
-1100,-544,13240,23,27,183,10,0,0,0
-988,-468,13528,41,14,188,10,-2,0,0
-1044,-380,13348,38,27,194,10,0,0,0
-1120,-412,13436,40,23,206,10,0,0,0
-1136,-472,13364,28,23,181,10,0,0,0
-960,-456,13380,34,40,207,10,0,0,0
-1184,-364,13412,24,12,180,10,0,0,0
-1000,-424,13288,17,19,192,10,-2,0,0
-1084,-440,13412,47,37,187,10,-2,0,0
-1044,-552,13264,32,17,208,10,-2,0,0
-1136,-388,13556,33,3,192,10,-2,0,0
-1068,-536,13384,33,9,189,10,-2,0,0
-964,-552,13432,39,18,209,10,-2,0,0
-960,-468,13448,24,15,213,10,-2,0,0
-1088,-348,13388,33,2,201,10,-2,0,0
-1124,-344,13476,21,24,208,10,-2,0,0
-1164,-352,13276,14,28,183,10,-2,0,0
-1028,-396,13384,32,17,202,10,-2,0,0
-980,-416,13312,20,28,183,10,-2,0,0
-1084,-460,13460,-5,-4,180,10,0,0,0
-1056,-380,13332,28,36,188,10,-2,0,0
-1076,-484,13356,28,-4,183,10,0,0,0
-1108,-532,13540,43,26,203,10,0,0,0
-1128,-452,13304,35,21,206,10,0,0,0
-1088,-488,13524,11,5,200,10,0,0,0
-1052,-360,13536,33,9,193,10,0,0,0
-1188,-440,13500,18,27,223,10,-2,0,0
-964,-500,13216,38,6,207,10,-2,0,0
-1004,-560,13416,21,5,211,10,-2,0,0
-1048,-420,13396,14,11,213,10,0,0,0
-1128,-324,13348,36,5,202,10,-2,0,0
-1072,-448,13392,17,10,190,10,-2,0,0
-1056,-428,13384,30,-4,196,10,0,0,0
-1108,-448,13380,30,36,200,10,0,0,0
-976,-388,13416,14,24,183,10,0,0,0
-1152,-436,13252,12,5,197,10,0,0,0
-1128,-520,13448,40,25,209,10,0,0,0
-1072,-476,13368,25,34,199,10,0,0,0
-1096,-396,13384,15,12,193,10,0,0,0
-1200,-396,13392,25,16,212,10,-2,0,0
-1060,-436,13344,53,10,195,10,0,0,0
-1172,-300,13364,32,4,189,10,0,0,0
-1160,-432,13312,51,37,197,10,0,0,0
-1040,-548,13380,24,8,201,10,0,0,0
-1084,-356,13344,36,8,188,10,0,0,0
-1104,-444,13324,34,25,206,10,-2,0,0
-1136,-436,13424,16,4,183,10,0,0,0
-976,-404,13312,28,13,210,10,0,0,0
-1060,-324,13312,29,15,193,10,0,0,0
-996,-528,13272,30,23,197,10,-2,0,0
-964,-380,13512,38,0,217,10,-2,0,0
-1096,-492,13464,30,17,178,10,-2,0,0
-1104,-408,13552,20,19,207,10,-2,0,0
-1024,-440,13416,15,28,198,10,-2,0,0
-1008,-380,13488,9,-1,191,10,0,0,0
-1008,-384,13384,55,43,198,10,0,0,0
-1128,-480,13312,23,29,209,10,0,0,0
-1008,-380,13612,28,2,196,10,0,0,0
-1108,-392,13400,30,41,186,10,-2,0,0
-960,-412,13424,18,12,219,10,0,0,0
-1028,-496,13256,16,9,176,10,0,0,0
-1048,-544,13440,37,8,190,10,0,0,0
-1104,-432,13352,27,32,204,10,0,0,0
-1088,-460,13308,39,17,198,10,0,0,0
-1188,-396,13368,35,14,216,10,-2,0,0
-1120,-456,13300,27,12,196,10,-2,0,0
-1152,-456,13396,29,27,199,10,-2,0,0
-1076,-420,13392,26,32,212,10,-2,0,0
-1068,-412,13360,20,10,187,10,0,0,0
-1024,-400,13292,24,2,191,10,0,0,0
-960,-484,13400,21,5,191,10,0,0,0
-1012,-488,13272,42,15,195,10,0,0,0
-1132,-484,13380,39,11,203,10,0,0,0
-1056,-352,13472,36,16,204,10,-2,0,0
-1104,-364,13440,28,28,183,10,-2,0,0
-1144,-468,13228,19,34,211,10,0,0,0
-1116,-504,13328,36,34,216,10,0,0,0
-1116,-420,13404,31,-4,186,10,-2,0,0
-1092,-484,13372,6,5,218,10,-2,0,0
-1092,-456,13368,25,27,190,10,-2,0,0
-1140,-440,13368,34,15,205,10,-2,0,0
-1136,-448,13364,45,39,190,10,-2,0,0
-1120,-540,13376,40,25,188,10,-2,0,0
-1152,-496,13380,27,48,204,10,-2,0,0
-980,-500,13476,44,23,200,10,-2,0,0
-1108,-312,13284,34,10,201,10,-2,0,0
-1064,-412,13396,35,19,200,10,0,0,0
-1144,-448,13300,22,5,197,10,0,0,0
-1108,-456,13440,2,9,187,10,-2,0,0
-1156,-516,13264,21,4,197,10,-2,0,0
-1192,-420,13284,22,14,200,10,0,0,0
-1140,-408,13428,32,0,200,10,0,0,0
-1020,-384,13416,42,18,184,10,0,0,0
-1076,-496,13360,32,19,196,10,0,0,0
-1028,-444,13372,40,33,183,10,0,0,0
-1084,-396,13424,44,29,170,10,-2,0,0
-1204,-400,13308,27,7,190,10,-2,0,0
-1136,-432,13376,14,44,196,10,-2,0,0
-1092,-424,13396,27,5,197,10,-2,0,0
-1144,-456,13316,26,12,192,10,-2,0,0
-1044,-436,13424,45,26,182,10,-2,0,0
-1012,-364,13400,17,16,198,10,-2,0,0
-1040,-400,13384,26,5,219,10,-2,0,0
-1044,-372,13440,35,18,195,10,-2,0,0
-1032,-456,13440,42,12,203,10,-2,0,0
-1068,-552,13400,27,29,194,10,-2,0,0
-1080,-440,13344,30,29,202,10,-2,0,0
-920,-388,13352,27,14,198,10,-2,0,0
-1108,-420,13516,17,16,188,10,0,0,0
-992,-412,13448,26,4,198,10,0,0,0
-1076,-420,13336,24,14,189,10,0,0,0
-1120,-484,13296,28,22,203,10,-2,0,0
-1088,-532,13268,36,16,210,10,-2,0,0
-1024,-364,13352,36,7,206,10,0,0,0
-1012,-392,13360,8,32,200,10,-2,0,0
-1060,-504,13464,37,19,183,10,0,0,0
-1124,-424,13312,35,1,199,10,0,0,0
-1160,-516,13456,23,2,207,10,0,0,0
-1040,-484,13400,46,30,189,10,0,0,0
-1028,-320,13240,10,25,200,10,-2,0,0
-1028,-500,13404,36,29,189,10,-2,0,0
-1040,-396,13360,44,10,189,10,-2,0,0
-1124,-536,13580,19,19,197,10,-2,0,0
-1076,-484,13304,33,9,197,10,0,0,0
-1188,-512,13428,29,30,184,10,0,0,0
-1192,-416,13268,10,13,206,10,0,0,0
-1140,-568,13348,41,19,195,10,0,0,0
-1116,-416,13368,32,2,199,10,-2,0,0
-1032,-428,13288,24,18,169,10,-2,0,0
-1036,-424,13464,11,28,190,10,-2,0,0
-948,-416,13264,32,47,205,10,-2,0,0
-948,-512,13488,23,-12,205,10,-2,0,0
-1156,-444,13412,22,12,202,10,-2,0,0
-1012,-408,13368,29,7,171,10,0,0,0
-1124,-304,13220,7,25,207,10,-2,0,0
-1080,-328,13328,54,26,193,10,-2,0,0
-1144,-392,13336,46,31,208,10,0,0,0
-932,-452,13236,35,23,180,10,-2,0,0
-988,-376,13372,51,18,180,10,0,0,0
-1076,-412,13364,37,10,193,10,-2,0,0
-936,-416,13516,6,23,199,10,-2,0,0
-1108,-452,13316,36,3,203,10,0,0,0
-940,-388,13364,3,17,194,10,-2,0,0
-1044,-464,13284,31,17,206,10,0,0,0
-1144,-512,13360,18,32,208,10,-2,0,0
-1084,-524,13276,16,26,207,10,-2,0,0
-1208,-392,13400,43,25,222,10,-2,0,0
-960,-380,13384,30,25,193,10,-2,0,0
-1032,-472,13456,8,19,201,10,-2,0,0
-1148,-416,13408,36,18,202,10,-2,0,0
-1228,-372,13412,47,23,204,10,-2,0,0
-1128,-476,13480,18,11,201,10,0,0,0
-1112,-456,13416,47,39,202,10,-2,0,0
-1064,-376,13444,20,17,201,10,0,0,0
-1104,-496,13232,36,26,190,10,0,0,0
-1040,-520,13396,45,18,191,10,-2,0,0
-988,-480,13252,18,22,228,10,0,0,0
-996,-416,13356,26,37,200,10,-2,0,0
-1144,-412,13440,44,14,193,10,0,0,0
-1060,-500,13404,12,31,199,10,0,0,0
-1164,-468,13464,34,7,203,10,-2,0,0
-1128,-460,13352,26,10,190,10,-2,0,0
-1088,-488,13412,57,21,201,10,0,0,0
-1100,-464,13376,32,12,196,10,-2,0,0
-988,-428,13384,31,4,208,10,-2,0,0
-1076,-432,13428,43,14,200,10,-2,0,0
-1100,-400,13388,29,14,218,10,0,0,0
-1088,-440,13460,28,36,183,10,-2,0,0
-1064,-424,13364,11,6,196,10,0,0,0
-1040,-484,13328,33,21,196,10,0,0,0
-1088,-524,13332,27,-1,208,10,-2,0,0
-1044,-584,13284,32,35,196,10,-2,0,0
-1156,-400,13460,41,30,203,10,0,0,0
-1000,-480,13472,20,25,189,10,-2,0,0
-1196,-456,13288,31,22,200,10,-2,0,0
-1032,-444,13312,33,20,188,10,-2,0,0
-992,-464,13476,32,28,199,10,0,0,0
-1156,-444,13468,38,23,207,10,-2,0,0
-1060,-400,13496,31,22,184,10,-2,0,0
-1040,-420,13396,22,20,186,10,0,0,0
-1112,-432,13360,27,22,195,10,-2,0,0
-1060,-444,13276,41,30,208,10,0,0,0
-1112,-432,13420,31,3,202,10,0,0,0
-936,-408,13424,34,14,208,10,0,0,0
-1160,-448,13364,27,16,202,10,0,0,0
-1228,-444,13400,45,9,199,10,0,0,0
-1024,-420,13364,37,27,197,10,-2,0,0
-1096,-404,13484,44,27,182,10,-2,0,0
-976,-360,13340,29,11,199,10,0,0,0
-1136,-416,13472,29,42,190,10,0,0,0
-1116,-504,13288,31,19,196,10,-2,0,0
-1032,-388,13416,33,21,194,10,-2,0,0
-1008,-368,13356,19,29,200,10,-2,0,0
-1060,-440,13320,18,1,201,10,0,0,0
-1100,-484,13204,4,29,202,10,0,0,0
-1044,-308,13312,36,20,188,10,-2,0,0
-1168,-444,13296,22,10,196,10,-2,0,0
-1060,-408,13264,25,8,200,10,0,0,0
-944,-536,13320,39,10,192,10,-2,0,0
-1044,-412,13376,19,27,206,10,0,0,0
-1164,-512,13348,32,20,215,10,0,0,0
-1112,-496,13420,22,14,183,10,0,0,0
-1104,-392,13260,35,23,222,10,0,0,0
-1040,-428,13376,31,30,199,10,-2,0,0
-1056,-480,13324,41,27,178,10,0,0,0
-1052,-464,13356,11,31,221,10,0,0,0
-1116,-520,13376,32,18,190,10,0,0,0
-1140,-516,13400,28,19,218,10,0,0,0
-1120,-388,13304,51,9,211,10,0,0,0
-1024,-428,13472,36,20,188,10,-2,0,0
-1100,-448,13440,47,14,182,10,-2,0,0
-1004,-448,13352,6,14,194,10,-2,0,0
-1020,-488,13456,23,4,215,10,0,0,0
-1028,-488,13320,18,36,201,10,-2,0,0
-1036,-492,13300,40,16,204,10,0,0,0
-1048,-532,13340,36,11,217,10,-2,0,0
-1088,-436,13320,38,38,194,10,-2,0,0
-1052,-544,13164,27,15,188,10,-2,0,0
-1092,-428,13268,22,-12,194,10,0,0,0
-968,-376,13500,37,31,211,10,0,0,0
-1016,-324,13492,41,14,200,10,0,0,0
-1064,-404,13360,18,45,203,10,-2,0,0
-992,-512,13300,27,12,183,10,-2,0,0
-992,-488,13468,31,4,212,10,-2,0,0
-1024,-384,13588,11,10,201,10,0,0,0
-1056,-460,13412,21,17,199,10,0,0,0
-1084,-480,13328,32,30,209,10,-2,0,0
-1060,-480,13372,26,29,182,10,0,0,0
-1036,-492,13376,22,18,206,10,-2,0,0
-1084,-520,13324,28,43,222,10,0,0,0
-1120,-420,13348,33,7,182,10,0,0,0
-1160,-452,13444,29,18,199,10,0,0,0
-1156,-428,13388,19,25,215,10,-2,0,0
-1008,-420,13400,32,8,182,10,0,0,0
-1044,-516,13320,32,9,185,10,0,0,0
-964,-412,13216,24,17,198,10,0,0,0
-1044,-488,13368,19,9,203,10,0,0,0
-1100,-456,13400,26,-11,200,10,0,0,0
-1044,-520,13292,22,31,180,10,0,0,0
-1096,-516,13272,29,32,202,10,0,0,0
-1176,-488,13408,35,11,210,10,0,0,0
-992,-332,13432,38,12,178,10,-1,0,0
-1040,-396,13372,30,33,203,10,0,0,0
-1004,-408,13484,23,6,188,10,0,0,0
-1120,-364,13324,29,11,186,10,-1,0,0
-1116,-360,13284,19,23,197,10,-1,0,0
-1056,-528,13248,29,27,190,10,-1,0,0
-896,-416,13364,30,24,204,10,0,0,0
-988,-472,13512,43,7,196,10,0,0,0
-1076,-412,13404,28,25,191,10,0,0,0
-1016,-424,13428,19,15,203,10,-1,0,0
-1004,-472,13372,34,16,217,10,0,0,0
-1084,-444,13432,43,14,198,10,0,0,0
-1072,-420,13500,39,31,191,10,-1,0,0
-1132,-344,13304,37,14,192,10,-1,0,0
-1028,-476,13312,52,20,201,10,0,0,0
-1116,-352,13280,16,20,199,10,-1,0,0
-1060,-456,13468,20,4,196,10,-1,0,0
-1208,-404,13320,30,25,188,10,0,0,0
-1120,-456,13400,21,16,183,10,0,0,0
-1072,-388,13412,23,26,180,10,0,0,0
-1024,-496,13372,32,13,198,10,0,0,0
-1084,-484,13388,25,36,201,10,0,0,0
-1024,-528,13300,21,27,191,10,0,0,0
-1060,-404,13352,32,1,176,10,0,0,0
-1044,-484,13452,31,27,181,10,0,0,0
-1192,-468,13544,0,24,194,10,-2,0,0
-1004,-316,13480,39,4,204,10,0,0,0
-1056,-456,13508,40,16,211,10,-2,0,0
-1068,-428,13408,31,1,209,10,-2,0,0
-1064,-428,13504,28,32,206,10,-2,0,0
-1072,-376,13356,31,21,195,10,0,0,0
-1056,-520,13388,31,11,169,10,-2,0,0
-1068,-480,13424,43,25,198,10,-2,0,0
-1148,-500,13352,24,8,202,10,-2,0,0
-1076,-472,13328,26,27,204,10,0,0,0
-1072,-408,13240,6,28,184,10,0,0,0
-1068,-352,13396,36,11,187,10,0,0,0
-1080,-400,13320,29,6,213,10,-2,0,0
-1140,-436,13500,37,8,189,10,-2,0,0
-1056,-388,13372,39,24,207,10,0,0,0
-1036,-424,13476,26,-1,195,10,0,0,0
-1084,-468,13228,21,3,188,10,-2,0,0
-984,-404,13388,24,5,203,10,-2,0,0
-980,-540,13412,26,31,218,10,0,0,0
-1024,-504,13432,39,18,200,10,0,0,0
-984,-428,13492,48,-3,186,10,0,0,0
-1144,-424,13444,33,19,203,10,-2,0,0
-1016,-388,13284,15,12,205,10,-2,0,0
-1116,-388,13324,30,20,188,10,-2,0,0
-1056,-404,13400,48,22,189,10,-2,0,0
-1148,-428,13452,18,14,212,10,-2,0,0
-1116,-364,13616,24,4,199,10,0,0,0
-1012,-504,13252,18,37,202,10,-2,0,0
-912,-412,13232,38,29,201,10,-2,0,0
-1044,-420,13332,41,9,209,10,0,0,0
-1112,-500,13440,30,17,189,10,0,0,0
-1200,-516,13328,29,-15,187,10,0,0,0
-1004,-504,13436,27,39,201,10,0,0,0
-1068,-340,13364,48,3,210,10,0,0,0
-1160,-404,13320,32,12,194,10,-2,0,0
-1016,-460,13316,25,14,198,10,0,0,0
-1132,-436,13372,33,16,220,10,0,0,0
-1064,-384,13412,15,36,188,10,0,0,0
-988,-516,13596,18,21,205,10,-2,0,0
-1032,-480,13444,26,-6,197,10,0,0,0
-1064,-468,13288,23,9,196,10,0,0,0
-932,-492,13480,38,8,201,10,0,0,0
-1164,-412,13540,48,35,203,10,0,0,0
-1044,-404,13520,40,29,201,10,-2,0,0
-1080,-416,13436,36,20,202,10,0,0,0
-1184,-408,13316,27,13,201,10,-2,0,0
-1092,-460,13352,12,26,194,10,-2,0,0
-1100,-368,13368,16,23,192,10,-2,0,0
-948,-460,13344,39,10,208,10,-2,0,0
-1120,-508,13352,34,28,203,10,-2,0,0
-1056,-444,13412,49,15,195,10,-2,0,0
-1104,-488,13384,39,26,172,10,-2,0,0
-1044,-456,13512,34,0,191,10,-2,0,0
-1080,-524,13320,29,9,183,10,-2,0,0
-1052,-500,13388,38,15,196,10,0,0,0
-1088,-488,13376,33,15,189,10,0,0,0
-1056,-440,13372,24,16,194,10,0,0,0
-1148,-468,13312,30,29,200,10,-2,0,0
-1084,-484,13308,19,11,202,10,-2,0,0
-1092,-464,13328,29,23,200,10,-2,0,0
-1120,-436,13408,25,36,204,10,-2,0,0
-1144,-412,13404,28,17,185,10,-2,0,0
-1060,-360,13484,27,22,195,10,-2,0,0
-1052,-432,13296,22,24,195,10,-2,0,0
-1088,-352,13472,21,30,206,10,0,0,0
-1196,-516,13448,22,31,214,10,0,0,0
-1024,-392,13360,16,30,211,10,0,0,0
-1212,-432,13344,33,29,180,10,0,0,0
-1124,-440,13332,39,18,192,10,-2,0,0
-1092,-424,13368,21,-3,201,10,-2,0,0
-992,-492,13464,37,18,208,10,-2,0,0
-1060,-380,13476,27,9,216,10,0,0,0
-1012,-464,13568,22,-1,204,10,0,0,0
-1060,-436,13240,13,25,212,10,0,0,0
-1056,-464,13408,41,20,186,10,0,0,0
-1164,-372,13404,58,16,191,10,-2,0,0
-1196,-404,13372,67,28,201,10,-2,0,0
-1084,-424,13472,17,32,201,10,-2,0,0
-1080,-464,13168,56,32,193,10,0,0,0
-1184,-420,13248,50,25,232,10,0,0,0
-1032,-368,13384,20,44,218,10,-2,0,0
-1120,-400,13204,8,7,219,10,-2,0,0
-1064,-468,13416,46,7,228,10,-2,0,0
-964,-344,13460,40,33,211,10,0,0,0
-1120,-408,13368,22,32,211,10,0,0,0
-1028,-512,13324,21,45,228,10,-2,0,0
-1020,-368,13324,45,9,198,10,-2,0,0
-1164,-508,13444,20,-12,197,10,-2,0,0
-1020,-348,13400,53,26,179,10,-2,0,0
-1108,-452,13444,11,12,212,10,-2,0,0
-980,-336,13316,35,23,202,10,0,0,0
-1088,-448,13460,24,14,204,10,0,0,0
-1108,-516,13408,42,20,206,10,-2,0,0
-1152,-468,13380,32,18,183,10,-2,0,0
-956,-368,13388,9,10,188,10,0,0,0
-1044,-368,13424,31,3,191,10,-2,0,0
-1192,-388,13400,11,22,220,10,-2,0,0
-1132,-536,13368,3,16,202,10,0,0,0
-1052,-440,13324,42,25,190,10,0,0,0
-1148,-368,13212,14,14,165,10,0,0,0
-944,-428,13308,30,16,209,10,-2,0,0
-1112,-400,13480,19,8,182,10,-2,0,0
-1084,-488,13328,19,13,193,10,0,0,0
-1128,-436,13336,36,10,200,10,0,0,0
-1172,-436,13308,29,6,185,10,0,0,0
-1096,-384,13460,34,15,196,10,0,0,0
-1184,-368,13328,28,27,189,10,0,0,0
-1064,-368,13364,41,17,204,10,0,0,0
-1036,-472,13468,23,-11,211,10,0,0,0
-1052,-420,13424,44,28,201,10,0,0,0
-1072,-580,13480,29,-8,204,10,0,0,0
-1092,-432,13356,48,3,204,10,0,0,0
-1044,-484,13436,36,31,199,10,0,0,0
-1000,-404,13268,30,9,199,10,0,0,0
-1048,-496,13416,38,14,198,10,-1,0,0
-1036,-408,13420,26,9,182,10,0,0,0
-1028,-432,13372,39,35,179,10,0,0,0
-1084,-496,13500,20,38,201,10,0,0,0
-1096,-464,13480,28,28,193,10,0,0,0
-1020,-408,13336,26,23,195,10,0,0,0
-1100,-488,13476,15,35,182,10,-1,0,0
-1020,-384,13308,30,17,206,10,0,0,0
-1104,-380,13500,29,22,190,10,0,0,0
-1028,-376,13272,37,22,204,10,0,0,0
-1084,-520,13384,5,38,214,10,-1,0,0
-1148,-396,13388,47,8,191,10,0,0,0
-1140,-444,13444,33,27,195,10,0,0,0
-1140,-452,13256,19,14,204,10,-2,0,0
-1168,-408,13284,28,1,191,10,0,0,0
-1052,-644,12920,103,102,262,10,0,0,0
-1132,-444,13088,34,-15,321,10,-2,0,0
-996,-596,13532,34,86,226,10,0,0,0
-1116,-492,13260,63,30,240,10,0,0,0
-1128,-468,13512,40,37,214,10,0,0,0
-1112,-476,13376,44,38,190,10,0,0,0
-1048,-508,13324,13,23,195,10,0,0,0
-1092,-520,13400,19,9,203,10,0,0,0
-1120,-412,13328,33,6,184,10,0,0,0
-1156,-348,13204,35,20,205,10,-2,0,0
-1104,-416,13404,30,28,197,10,-2,0,0
-980,-448,13300,35,23,191,10,-2,0,0
-1076,-364,13340,41,39,195,10,-2,0,0
-1044,-420,13416,30,4,205,10,-2,0,0
-1112,-432,13400,26,23,186,10,-2,0,0
-1156,-512,13288,26,6,196,10,-2,0,0
-968,-464,13260,24,23,203,10,0,0,0
-1172,-420,13468,25,14,191,10,0,0,0
-1148,-420,13588,28,-8,202,10,0,0,0
-1036,-416,13296,21,18,203,10,0,0,0
-1048,-448,13152,52,22,192,10,0,0,0
-1036,-484,13388,31,0,191,10,0,0,0
-1088,-468,13524,33,5,202,10,0,0,0
-1156,-412,13288,40,20,201,11,-2,0,0
-1104,-368,13536,16,30,212,11,0,0,0
-1188,-424,13328,24,18,199,11,-2,0,0
-1108,-504,13432,29,28,201,11,-2,0,0
-1036,-440,13360,22,19,184,11,-2,0,0
-1160,-352,13408,23,18,202,11,0,0,0
-1064,-484,13356,21,2,196,11,0,0,0
-1092,-504,13280,48,5,190,11,0,0,0
-1012,-512,13384,46,3,199,11,0,0,0
-1032,-468,13384,30,13,205,11,0,0,0
-1100,-488,13484,28,13,207,11,0,0,0
-1068,-336,13356,38,30,191,11,0,0,0
-1096,-408,13340,36,12,191,10,-1,0,0
-1024,-376,13380,14,-4,196,10,0,0,0
-1032,-448,13348,23,18,173,10,0,0,0
-996,-532,13432,21,28,170,10,-1,0,0
-1064,-404,13336,10,-16,196,10,-1,0,0
-1036,-428,13284,16,14,195,10,0,0,0
-992,-428,13412,27,21,200,10,-1,0,0
-1100,-412,13328,22,11,210,10,-1,0,0
-1092,-456,13368,37,29,202,10,0,0,0
-1032,-524,13348,41,10,195,10,0,0,0
-1164,-464,13356,14,17,209,10,0,0,0
-1156,-456,13392,16,18,210,10,0,0,0
-1088,-396,13404,26,27,205,10,0,0,0
-1148,-484,13428,13,4,208,10,-2,0,0
-1044,-452,13388,17,15,192,10,0,0,0
-988,-364,13356,36,-2,188,10,0,0,0
-1084,-428,13376,34,17,194,10,0,0,0
-1080,-476,13364,31,-10,198,10,-2,0,0
-1148,-424,13404,20,8,197,10,0,0,0
-1060,-412,13408,15,27,210,10,0,0,0
-1028,-500,13500,27,23,206,10,0,0,0
-1120,-452,13420,46,25,198,10,0,0,0
-1032,-436,13340,26,34,201,10,0,0,0
-1008,-440,13352,33,15,190,10,0,0,0
-1028,-484,13396,23,18,202,10,0,0,0
-1076,-480,13352,19,5,197,10,0,0,0
-1028,-392,13284,12,25,187,10,-1,0,0
-1028,-440,13376,19,21,200,10,0,0,0
-1084,-408,13508,25,23,216,10,0,0,0
-992,-512,13352,44,20,199,10,0,0,0
-1128,-504,13388,34,-5,211,10,0,0,0
-1040,-392,13340,47,13,185,10,0,0,0
-1092,-428,13332,30,40,186,10,-1,0,0
-1028,-440,13372,46,34,209,10,-1,0,0
-1164,-412,13476,43,11,200,10,0,0,0
-1208,-368,13356,28,38,196,10,0,0,0
-1072,-416,13352,29,15,190,10,0,0,0
-1100,-408,13268,12,24,182,10,0,0,0
-1088,-416,13284,27,44,185,10,-2,0,0
-1072,-348,13536,31,-8,197,10,-2,0,0
-1080,-448,13436,33,3,201,10,0,0,0
-1040,-448,13472,36,30,193,10,0,0,0
-1020,-492,13504,20,31,197,10,0,0,0
-1016,-512,13312,35,13,201,10,0,0,0
-1068,-472,13368,30,13,197,10,-2,0,0
-1088,-500,13424,30,-2,189,10,-2,0,0
-1096,-420,13320,23,16,182,10,0,0,0
-1208,-488,13356,24,11,188,10,-2,0,0
-1160,-432,13484,13,13,187,10,-2,0,0
-1092,-424,13356,42,13,198,10,-2,0,0
-1124,-444,13384,36,31,204,10,-2,0,0
-1092,-496,13328,36,20,194,10,-2,0,0
-1028,-372,13376,7,7,174,10,-2,0,0
-1140,-444,13400,23,20,178,10,0,0,0
-1104,-492,13396,26,34,203,10,0,0,0
-1100,-416,13560,29,14,200,10,0,0,0
-1088,-544,13372,15,25,193,10,0,0,0
-1036,-404,13376,25,29,202,10,0,0,0
-1048,-416,13184,40,37,208,10,0,0,0
-1024,-344,13472,20,24,201,10,0,0,0
-1120,-336,13464,40,27,189,10,-2,0,0
-1124,-472,13384,16,-5,204,10,-2,0,0
-1096,-428,13312,33,2,210,10,-2,0,0
-1076,-356,13444,31,19,195,11,-2,0,0
-1084,-416,13308,24,15,203,11,-2,0,0
-1052,-384,13336,36,12,207,11,-2,0,0
-964,-468,13440,6,20,191,11,-2,0,0
-1056,-512,13468,22,3,200,11,0,0,0
-1108,-360,13372,30,22,206,11,-2,0,0
-1024,-412,13216,16,17,207,11,0,0,0
-1072,-392,13300,26,25,177,11,0,0,0
-1032,-412,13364,31,13,179,11,0,0,0
-1124,-380,13396,29,18,196,11,-2,0,0
-1140,-348,13344,28,21,204,11,0,0,0
-1036,-448,13452,22,26,203,11,0,0,0
-1040,-408,13340,36,9,187,11,0,0,0
-984,-436,13500,29,25,186,10,-2,0,0
-1144,-376,13404,41,26,213,10,-2,0,0
-1128,-424,13428,32,25,201,10,0,0,0
-1148,-432,13436,39,22,192,10,0,0,0
-1056,-488,13544,24,16,226,10,-2,0,0
-1116,-440,13404,23,4,191,10,0,0,0
-1064,-428,13348,36,24,208,10,0,0,0
-1092,-400,13380,46,20,196,10,0,0,0
-1084,-476,13416,43,16,175,10,0,0,0
-1096,-380,13420,35,18,191,10,0,0,0
-924,-420,13396,36,19,205,10,0,0,0
-1052,-416,13380,35,37,197,10,0,0,0
-1116,-492,13380,24,20,201,10,-2,0,0
-1032,-464,13332,27,18,212,10,-2,0,0
-1064,-444,13344,18,4,195,10,0,0,0
-1040,-440,13320,36,14,180,10,0,0,0
-1128,-504,13464,22,6,202,10,-2,0,0
-1052,-484,13468,41,29,199,10,0,0,0
-1032,-476,13300,23,14,203,10,0,0,0
-1120,-444,13408,37,-5,203,10,-2,0,0
-1112,-472,13356,37,6,187,10,0,0,0
-1112,-416,13368,38,20,186,10,0,0,0
-1004,-404,13300,43,25,183,10,-2,0,0
-916,-424,13356,52,24,208,10,-2,0,0
-1124,-436,13316,35,8,195,10,-2,0,0
-1108,-448,13456,15,9,210,10,-2,0,0
-940,-368,13260,36,5,200,10,0,0,0
-1044,-488,13212,28,37,202,10,0,0,0
-1048,-452,13392,33,-1,207,10,0,0,0
-1076,-440,13392,28,26,195,10,-2,0,0
